"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009141","nucleoside triphosphate metabolic process","19/299","71/6447",0.267605633802817,5.77007866597579,8.91239398360971,2.51503300054825e-10,6.76111595589824e-09,5.81205397428467e-09,"YBL099W/YBR039W/YCL040W/YDL004W/YDR298C/YDR322C-A/YDR377W/YDR516C/YFR053C/YJL116C/YJR121W/YKL067W/YKL016C/YLR295C/YML081C-A/YOL077W-A/YPL271W/YPL078C/YPR020W",19
"GO:0009117","nucleotide metabolic process","31/299","185/6447",0.167567567567568,3.61307059567929,7.95232811478087,2.58580362767762e-10,6.76111595589824e-09,5.81205397428467e-09,"YBL099W/YBR039W/YBR117C/YCL040W/YDL085W/YDL004W/YDR298C/YDR322C-A/YDR377W/YDR399W/YDR516C/YFR053C/YGL037C/YGR043C/YGR256W/YIL155C/YJL116C/YJL026W/YJR121W/YKL067W/YKL016C/YLR295C/YML120C/YML081C-A/YMR145C/YOL077W-A/YPL271W/YPL134C/YPL078C/YPL061W/YPR020W",31
"GO:0009150","purine ribonucleotide metabolic process","20/299","80/6447",0.25,5.39046822742475,8.71369235168529,3.18952441760489e-10,8.10139202071643e-09,6.96419466821399e-09,"YBL099W/YBR039W/YCL040W/YDL004W/YDR298C/YDR322C-A/YDR377W/YDR399W/YDR516C/YFR053C/YJL116C/YJR121W/YKL067W/YKL016C/YLR295C/YML081C-A/YOL077W-A/YPL271W/YPL078C/YPR020W",20
"GO:0009260","ribonucleotide biosynthetic process","17/299","60/6447",0.283333333333333,6.10919732441472,8.76786104745779,8.57279269337499e-10,2.11700352900288e-08,1.81983844894452e-08,"YBL099W/YBR039W/YDL004W/YDR298C/YDR322C-A/YDR377W/YDR399W/YJL116C/YJR121W/YKL067W/YKL016C/YLR295C/YML081C-A/YOL077W-A/YPL271W/YPL078C/YPR020W",17
"GO:0005975","carbohydrate metabolic process","37/299","265/6447",0.139622641509434,3.01052565154288,7.37024407678279,9.73966179107173e-10,2.34015117088183e-08,2.01166271986289e-08,"YBR105C/YBR298C/YBR299W/YCL040W/YDL246C/YDL085W/YDL049C/YDR516C/YEL070W/YEL011W/YER054C/YFR017C/YFR053C/YGR043C/YGR256W/YGR282C/YGR292W/YHL032C/YHR043C/YIL162W/YIL155C/YIL045W/YIL024C/YJR159W/YKR097W/YLR070C/YLR308W/YMR105C/YMR145C/YMR280C/YNL117W/YNR071C/YNR073C/YOL157C/YOR178C/YPL201C/YPR184W",37
"GO:0006753","nucleoside phosphate metabolic process","35/299","243/6447",0.1440329218107,3.10561955489492,7.37837905519708,1.23318050215469e-09,2.88499333267242e-08,2.48002505419475e-08,"YAL054C/YBL099W/YBR039W/YBR117C/YCL040W/YDL085W/YDL004W/YDR148C/YDR298C/YDR322C-A/YDR377W/YDR399W/YDR516C/YFR053C/YGL037C/YGR043C/YGR244C/YGR256W/YIL155C/YJL116C/YJL026W/YJR121W/YKL067W/YKL016C/YLR295C/YML120C/YML081C-A/YMR105C/YMR145C/YOL077W-A/YPL271W/YPL134C/YPL078C/YPL061W/YPR020W",35
"GO:0046390","ribose phosphate biosynthetic process","17/299","66/6447",0.257575757575758,5.55381574946792,8.20005689287687,4.32157406125695e-09,9.85097266783956e-08,8.46818560991241e-08,"YBL099W/YBR039W/YDL004W/YDR298C/YDR322C-A/YDR377W/YDR399W/YJL116C/YJR121W/YKL067W/YKL016C/YLR295C/YML081C-A/YOL077W-A/YPL271W/YPL078C/YPR020W",17
"GO:0055086","nucleobase-containing small molecule metabolic process","35/299","260/6447",0.134615384615385,2.90255981476717,6.9055575790418,7.70102612469991e-09,1.71155305621455e-07,1.47130130698214e-07,"YAL054C/YBL099W/YBR039W/YBR117C/YCL040W/YDL085W/YDL004W/YDR148C/YDR298C/YDR322C-A/YDR377W/YDR399W/YDR516C/YFR053C/YGL037C/YGR043C/YGR244C/YGR256W/YIL155C/YJL116C/YJL026W/YJR121W/YKL067W/YKL016C/YLR295C/YML120C/YML081C-A/YMR105C/YMR145C/YOL077W-A/YPL271W/YPL134C/YPL078C/YPL061W/YPR020W",35
"GO:0009259","ribonucleotide metabolic process","20/299","95/6447",0.210526315789474,4.53934166519979,7.66377704821366,8.1835156063062e-09,1.77442570097713e-07,1.52534848014847e-07,"YBL099W/YBR039W/YCL040W/YDL004W/YDR298C/YDR322C-A/YDR377W/YDR399W/YDR516C/YFR053C/YJL116C/YJR121W/YKL067W/YKL016C/YLR295C/YML081C-A/YOL077W-A/YPL271W/YPL078C/YPR020W",20
"GO:0006164","purine nucleotide biosynthetic process","17/299","70/6447",0.242857142857143,5.23645484949833,7.85881759972265,1.14256300119793e-08,2.41842501920229e-07,2.07894922022481e-07,"YBL099W/YBR039W/YDL004W/YDR298C/YDR322C-A/YDR377W/YDR399W/YJL116C/YJR121W/YKL067W/YKL016C/YLR295C/YML081C-A/YOL077W-A/YPL271W/YPL078C/YPR020W",17
